Ticker,Weight
NVDA,0.5273664747800942
GOOGL,0.15091402843411855
AAPL,0.1392655359913283
META,0.10267928337060725
AMZN,0.058464856228602056
MSFT,0.016540675657583902
TSLA,0.004769145537665628
