Ticker,Weight
MSFT,0.354458881231163
AAPL,0.34635294543869993
GOOGL,0.08188118611057177
AMZN,0.0699667618773123
TSLA,0.05708376706567484
META,0.045513077996762775
NVDA,0.04474338027981535
